Symbol,lung_tsne2d_hier_clust,brain_tsne2d_hier_clust,pbmc_tsne2d_hier_clust,liver_tsne2d_hier_clust,colon_tsne2d_hier_clust,gut_tsne2d_hier_clust,heart_tsne2d_hier_clust,kidney_tsne2d_hier_clust,retina_tsne2d_hier_clust
CREBZF,59,24,126,65,60,141,61,117,101
CREG1,95,88,50,136,79,39,26,84,21
CREG2,78,91,73,21,86,38,12,82,21
CRELD1,7,109,10,12,107,81,147,25,88
CRELD2,3,119,16,6,110,87,122,19,58
CREM,24,69,56,71,24,124,81,62,66
CRH,16,7,88,111,20,46,64,71,47
CRHBP,77,67,89,104,47,50,65,123,127
CRHR1,33,66,88,111,49,47,84,123,127
CRHR2,97,83,40,105,133,50,55,17,9
CRIM1,96,68,38,100,71,57,57,16,6
CRIP1,90,91,49,39,85,38,118,85,22
CRIP2,54,38,116,85,41,138,2,60,136
CRIP3,97,2,53,110,23,50,40,125,127
CRIPT,55,35,119,127,56,141,86,136,93
CRISP1,108,1,21,109,73,42,47,88,44
CRISP2,3,124,19,9,122,72,112,34,59
CRISP3,97,31,41,110,80,36,47,88,3
CRISPLD1,109,68,39,87,133,55,65,14,43
CRISPLD2,33,42,91,36,90,39,115,139,144
CRK,26,70,54,81,63,117,80,65,71
CRKL,63,5,78,92,47,122,79,135,127
CRLF1,3,116,9,15,109,80,129,19,91
CRLF2,107,121,17,10,117,72,130,28,58
CRLF3,56,5,126,56,66,129,93,54,96
CRLS1,63,43,83,64,101,36,26,86,16
CRMP1,81,42,69,63,33,24,12,94,23
CRNDE,24,14,80,63,45,61,2,60,22
CRNKL1,2,62,96,46,11,96,98,108,29
CRNN,109,1,44,99,48,50,46,129,16
CROCC,55,27,71,129,62,141,35,58,106
CROCC2,60,100,109,118,30,21,17,92,117
CROCCP2,64,51,77,34,82,35,40,134,141
CROCCP4,83,35,78,18,31,2,1,143,
CROT,65,51,82,62,88,52,37,140,137
CRP,119,123,37,9,123,72,110,31,59
CRPPA,69,43,109,119,28,24,,81,140
CRSP5,29,,100,72,,147,135,121,101
CRTAC1,38,8,88,109,46,47,62,123,127
CRTAP,112,106,110,128,39,25,115,132,122
CRTC1,51,17,67,68,65,126,72,54,100
CRTC2,19,19,54,68,63,125,71,66,70
CRTC3,52,5,89,90,54,136,90,51,94
CRTC3-AS1,84,25,78,19,93,14,48,139,5
CRX,14,56,2,78,19,118,146,37,65
CRY1,50,92,103,45,6,105,140,128,124
CRY2,29,73,103,42,2,103,141,49,82
CRYAA,28,70,56,71,24,116,82,65,68
CRYAB,49,75,25,96,132,74,117,125,48
CRYBA1,18,16,57,68,17,122,29,69,67
CRYBA2,18,58,58,71,17,120,71,67,67
CRYBA4,26,69,55,134,23,123,82,66,66
CRYBB1,22,27,115,117,61,140,51,57,107
CRYBB2,36,51,89,85,55,49,26,56,94
CRYBB2P1,111,9,76,129,93,138,35,111,125
CRYBB3,27,15,57,70,21,124,71,72,71
CRYBG1,38,18,88,106,132,46,55,123,46
CRYBG2,25,71,124,113,69,109,136,61,80
CRYBG3,97,21,44,102,74,52,56,89,11
CRYGA,79,43,65,28,86,6,52,143,144
CRYGB,118,22,63,59,52,52,119,125,11
CRYGC,37,31,78,83,54,50,26,129,127
CRYGD,36,4,62,90,52,145,33,135,135
CRYGN,38,1,40,105,49,66,45,124,15
CRYGS,63,1,68,62,81,7,24,83,27
CRYL1,32,3,88,91,54,126,28,135,99
CRYM,83,33,77,88,100,51,48,87,1
CRYZ,87,114,28,55,104,135,94,127,51
CRYZL1,52,46,89,27,51,12,49,110,142
CS,87,112,28,55,102,135,94,18,51
CSAD,59,38,59,30,58,139,3,136,115
CSAG1,60,97,108,114,44,24,138,94,126
CSAG3,83,47,127,57,,,38,135,142
CSDC2,36,25,126,57,53,19,79,116,14
CSDE1,48,64,102,43,5,104,76,42,74
CSE1L,85,80,29,137,106,38,120,85,50
CSF1,37,8,88,94,46,132,83,123,127
CSF1R,63,2,82,93,85,47,62,139,8
CSF2,80,100,69,36,33,33,20,96,117
CSF2RA,78,6,43,111,133,42,53,14,9
CSF2RB,95,1,39,93,48,16,65,88,10
CSF2RBP1,78,2,78,19,50,136,41,139,144
CSF3,108,20,87,101,133,45,53,14,9
CSF3R,72,51,79,92,82,142,40,139,12
CSGALNACT1,38,66,46,95,132,43,56,125,46
CSGALNACT2,7,109,9,15,109,80,149,23,88
CSH1,32,50,91,90,54,145,36,114,134
CSH2,52,37,72,91,54,136,3,55,133
CSHL1,69,34,62,91,52,136,7,110,132
CSK,49,75,24,131,130,119,144,66,127
CSKMT,27,15,53,91,23,142,90,66,99
CSMD1,59,39,114,126,91,9,23,109,114
CSMD2,82,44,60,63,33,13,12,83,24
CSMD3,70,17,59,25,32,24,14,115,114
CSN1S1,64,46,63,20,88,17,134,140,142
CSN2,74,41,61,16,31,139,5,137,115
CSN3,51,36,126,57,61,141,35,60,93
CSNK1A1,60,29,70,24,31,108,23,119,106
CSNK1A1L,59,34,60,127,57,139,35,137,115
CSNK1D,44,73,107,73,67,113,138,49,79
CSNK1E,24,70,124,68,24,116,72,62,66
CSNK1G1,32,49,91,93,52,137,65,134,127
CSNK1G2,120,74,25,95,121,73,105,12,53
CSNK1G2-AS1,26,19,128,56,23,126,73,66,100
CSNK1G3,105,123,20,1,123,73,112,33,53
CSNK2A1,40,59,5,50,13,97,68,44,73
CSNK2A2,39,60,92,46,13,95,68,44,73
CSNK2A3,68,103,70,116,28,24,16,103,23
CSNK2B,39,60,94,76,12,97,68,44,72
CSPG4,3,119,16,5,110,89,112,34,58
CSPG4P10,57,99,116,130,58,8,34,,114
CSPG5,100,77,42,97,125,68,106,10,38
CSPP1,17,57,1,69,25,116,143,68,64
CSRNP1,24,69,56,74,24,123,60,63,66
CSRNP2,59,102,114,117,43,26,23,94,109
CSRNP3,29,72,70,118,31,23,35,70,93
CSRP1,81,105,68,32,96,33,13,98,117
CSRP2,60,97,108,36,30,26,21,93,111
CSRP3,59,39,114,36,58,9,21,109,108
CST1,120,67,42,98,135,67,56,125,43
CST11,3,124,16,5,110,89,122,34,58
CST2,49,6,26,67,131,42,64,125,46
CST3,116,68,27,7,133,44,58,9,2
CST4,119,75,37,137,132,78,56,36,48
CST5,120,86,27,132,135,75,102,33,40
CST6,49,74,25,3,132,74,116,35,40
CST7,32,18,41,74,133,17,26,76,17
CST8,120,79,21,133,121,78,106,33,39
CST9,79,30,88,88,100,34,41,89,4
CST9L,3,119,16,10,110,89,129,34,58
CSTA,54,26,108,105,41,15,17,117,102
CSTB,90,105,49,137,95,20,118,99,120
CSTF1,50,92,103,121,6,105,140,129,123
CSTF2,43,72,104,41,3,103,142,41,79
CSTF2T,31,25,100,135,70,109,134,120,80
CSTF3,47,64,104,42,7,99,78,133,76
CSTL1,107,122,20,9,123,72,112,34,59
CT45A1,61,93,122,115,70,147,134,119,103
CT45A10,74,39,128,16,59,140,85,58,104
CT45A2,52,46,62,59,51,16,49,143,136
CT45A3,59,28,123,18,41,139,3,58,104
CT45A5,29,73,99,73,70,113,137,120,79
CT45A8,70,40,61,29,87,18,1,103,146
CT45A9,68,93,120,30,,3,1,103,110
CT47A1,78,50,67,20,82,54,48,73,13
CT47A10,65,4,,22,51,54,41,77,13
CT47A11,64,50,126,21,47,54,,141,12
CT47A12,79,3,,22,51,54,48,88,13
CT47A2,69,36,89,19,47,51,41,141,
CT47A3,65,51,119,19,86,35,43,88,144
CT47A4,34,,66,,82,54,48,,142
CT47A5,73,4,126,,52,54,41,,13
CT47A6,70,51,59,17,88,35,43,141,112
CT47A7,63,50,,82,82,54,41,,12
CT47A8,73,3,120,22,51,54,41,143,12
CT47A9,84,4,126,19,,54,41,141,18
CT55,28,70,57,69,22,124,89,69,68
CTAG1A,18,13,58,71,17,117,84,67,69
CTAG1B,16,13,58,81,20,117,84,72,69
CTAG2,36,5,54,92,45,142,88,51,99
CTAGE1,34,51,62,16,41,19,40,140,132
CTAGE15,79,45,65,64,87,6,52,82,144
CTAGE6,115,83,39,99,133,61,57,8,43
CTAGE7P,115,68,40,101,71,62,57,8,6
CTAGE8,109,2,40,,,35,,33,12
CTBP1,42,53,99,74,27,111,66,46,77
CTBP1-AS,68,112,64,16,31,52,12,123,12
CTBP1-DT,64,41,118,28,91,18,34,75,115
CTBP2,42,53,1,70,27,118,66,46,77
CTBS,119,124,20,9,122,72,113,31,59
CTC1,19,17,124,91,66,128,35,63,98
CTCF,5,9,4,51,8,90,100,104,34
CTCFL,30,95,106,41,42,105,141,128,82
CTDNEP1,102,125,18,4,118,70,124,27,57
CTDP1,30,96,106,114,2,112,133,128,82
CTDSP1,120,75,24,131,132,131,105,125,48
CTDSP2,97,20,38,104,71,46,54,17,9
CTDSPL,114,66,25,131,135,73,104,13,48
CTDSPL2,50,92,103,120,3,148,141,128,124
CTF1,110,20,86,94,49,55,47,129,11
CTH,97,88,81,136,79,35,45,82,17
CTHRC1,120,79,45,133,121,75,101,12,38
CTIF,30,73,106,112,2,107,138,121,83
CTLA4,107,124,20,1,117,73,112,34,59
CTNNA1,118,66,25,95,134,132,84,124,47
CTNNA2,96,83,42,99,73,62,56,9,6
CTNNA3,18,58,58,71,17,117,145,67,67
CTNNAL1,109,7,46,108,131,46,84,123,46
CTNNB1,50,72,101,122,6,103,138,41,83
CTNNBIP1,35,15,90,90,63,132,83,70,125
CTNNBL1,48,61,95,46,1,104,78,42,32
CTNND1,99,76,34,31,119,67,111,11,56
CTNND2,54,27,116,129,59,144,82,136,96
CTNS,64,40,78,35,43,52,52,141,112
CTPS1,111,108,101,122,37,100,140,133,121
CTPS2,99,76,34,133,125,67,116,8,38
CTR9,45,63,98,43,15,102,75,43,74
CTRB1,96,38,126,16,64,85,34,51,129
CTRB2,96,38,126,30,64,85,34,,
CTRC,16,15,54,92,22,122,79,72,71
CTRL,97,1,39,105,84,53,65,17,12
CTSA,11,126,15,7,112,84,126,29,57
CTSB,98,81,32,13,120,63,125,4,54
CTSC,97,1,41,33,79,36,45,86,18
CTSD,93,82,33,4,77,60,120,84,1
CTSE,63,52,83,82,47,16,32,140,132
CTSF,3,116,13,14,110,87,122,19,90
CTSG,49,75,21,131,130,74,102,36,53
CTSH,119,85,21,4,121,68,116,12,38
CTSK,52,52,77,86,52,17,43,140,136
CTSL,93,80,29,4,120,58,139,6,50
CTSL3P,95,89,47,4,,60,26,6,21
CTSO,116,20,27,8,133,57,59,88,4
CTSS,104,127,32,8,120,63,125,4,45
CTSV,3,75,19,6,130,73,109,36,59
CTSW,29,1,61,75,91,55,41,132,144
CTSZ,16,13,54,109,21,121,83,71,71
CTTN,47,63,104,114,6,106,76,42,76
CTTNBP2,20,17,67,135,65,128,89,63,92
CTTNBP2NL,26,69,55,69,65,123,71,61,100
CTU1,117,74,46,107,132,43,103,125,46
CTU2,109,6,87,108,46,47,65,135,127
CTXN1,107,123,37,31,127,78,113,31,59
CTXN3,7,109,8,15,107,79,149,22,88
CUBN,108,3,46,105,47,45,42,16,11
CUEDC1,79,49,83,87,84,55,63,143,12
CUEDC2,59,28,119,127,56,139,5,118,116
CUL1,2,11,6,52,11,95,99,108,36
CUL2,48,65,7,49,4,92,99,43,31
CUL3,4,9,7,52,10,91,100,105,35
CUL4A,112,92,101,38,38,107,142,128,124
CUL4B,2,62,96,48,11,95,98,43,29
CUL5,2,65,7,48,4,92,99,106,31
CUL7,4,11,7,53,10,94,99,105,35
CUL9,31,94,122,122,43,107,18,121,101
CUTA,88,89,51,63,96,30,24,96,20
CUTC,32,3,53,21,54,145,28,51,94
CUX1,63,8,90,108,51,47,92,55,127
CUX2,61,27,126,23,58,9,3,109,137
CUZD1,71,66,24,135,34,30,30,103,120
CWC15,48,64,102,47,5,104,76,42,32
CWC22,50,92,103,114,39,148,115,132,123
CWC25,29,96,123,114,2,147,60,121,80
CWC27,50,95,103,112,3,147,133,128,124
CWF19L1,50,72,104,43,3,106,142,128,76
CWF19L2,41,53,94,76,12,110,67,45,77
CWH43,37,33,83,64,101,101,44,83,17
CX3CL1,107,119,13,1,117,88,122,34,58
CX3CR1,64,87,8,83,74,84,50,2,44
CXADR,8,119,16,14,116,88,132,28,58
CXCL1,118,6,88,79,130,73,46,36,46
CXCL10,3,124,24,75,130,89,117,36,53
CXCL11,3,124,24,75,130,89,117,36,53
CXCL12,3,124,24,75,130,89,117,36,53
CXCL13,49,74,46,78,130,74,40,36,53
CXCL14,3,124,24,75,130,88,58,36,53
CXCL16,3,119,13,10,110,89,129,34,58
CXCL17,3,124,24,75,130,89,117,36,53
CXCL2,3,75,24,75,130,89,58,36,53
CXCL3,120,66,24,79,130,88,54,36,48
CXCL5,49,75,24,79,130,88,103,36,53
CXCL6,49,66,24,78,130,88,47,36,48
CXCL8,117,74,46,78,130,73,44,35,40
CXCL9,3,111,9,1,109,79,149,22,87
CXCR1,97,22,43,105,80,62,58,16,6
CXCR2,115,87,23,100,129,76,108,10,39
CXCR3,49,74,24,78,130,88,58,34,53
CXCR4,7,109,9,5,109,87,149,23,91
CXCR5,118,68,43,111,72,45,65,89,6
CXXC1,39,60,92,76,12,98,70,45,72
CXXC4,59,102,114,128,58,29,14,94,112
CXXC5,22,29,120,124,60,149,61,117,101
CXorf38,35,3,67,65,66,125,30,50,92
CXorf51A,71,41,115,23,87,10,43,81,140
CXorf58,32,50,80,85,52,48,93,114,143
CXorf66,120,86,25,95,121,74,102,12,40
CYB561,9,117,14,6,114,82,149,24,89
CYB561A3,106,121,20,1,117,77,124,26,57
CYB561D1,97,76,41,105,75,44,101,17,42
CYB561D2,106,77,36,33,119,72,110,27,37
CYB5A,10,126,12,13,112,85,128,20,84
CYB5B,10,109,10,12,107,81,147,25,88
CYB5D1,53,95,127,116,57,29,4,113,23
CYB5D2,107,123,20,9,123,72,112,31,53
CYB5R1,10,109,10,13,107,81,128,25,88
CYB5R2,35,12,54,93,63,47,88,51,128
CYB5R3,10,126,10,12,112,81,128,20,84
CYB5R4,82,27,116,128,32,9,21,75,108
CYBA,104,125,18,3,115,63,109,4,57
CYBB,116,68,21,131,133,45,56,16,42
CYBC1,7,109,10,13,107,81,149,25,89
CYBRD1,101,87,23,33,128,68,108,8,37
CYC1,87,113,31,55,103,134,94,126,52
CYCS,90,107,49,40,106,20,139,131,120
CYFIP1,76,6,26,107,133,47,62,139,46
CYFIP2,96,66,27,95,72,46,55,15,48
CYGB,13,86,62,78,21,118,53,120,133
CYHR1,110,6,87,94,49,47,65,129,127
CYLC1,61,62,91,114,30,26,17,92,122
CYLC2,22,29,119,57,56,139,22,136,114
CYLD,4,65,7,53,4,93,99,106,30
CYP11A1,73,39,77,62,90,136,4,110,144
CYP11B1,73,42,75,25,35,21,14,74,112
CYP11B2,52,52,62,127,83,19,43,143,135
CYP17A1,57,46,114,32,32,13,36,139,142
CYP19A1,103,77,37,33,119,75,110,1,56
CYP1A1,81,104,68,35,94,21,13,98,19
CYP1A2,91,23,47,137,76,60,119,87,1
CYP1B1,72,44,65,59,99,2,2,73,146
CYP20A1,91,84,44,102,76,60,59,5,5
CYP21A2,16,13,54,92,17,121,83,71,71
CYP24A1,85,80,30,39,106,58,139,6,50
CYP26A1,76,22,83,59,81,52,47,86,14
CYP26B1,99,76,34,97,127,67,107,3,37
CYP27A1,78,89,50,62,96,40,24,95,20
CYP27B1,82,48,68,118,33,40,8,95,20
CYP27C1,75,21,81,89,74,60,45,87,2
CYP2A13,119,81,48,79,75,64,116,5,1
CYP2A6,119,81,48,79,74,58,116,6,1
CYP2A7,3,127,48,79,75,58,116,6,1
CYP2B6,116,84,41,89,84,57,47,5,2
CYP2C18,99,76,42,137,128,68,107,11,45
CYP2C19,91,84,47,102,77,39,59,5,4
CYP2C8,95,88,48,64,76,39,26,86,4
CYP2C9,104,125,36,8,119,63,126,4,54
CYP2D6,91,84,42,137,77,60,119,7,1
CYP2E1,37,30,82,40,86,35,2,5,140
CYP2J2,93,80,47,35,76,60,120,84,1
CYP2S1,9,118,16,10,114,89,129,21,86
CYP2T1P,69,45,64,18,90,18,51,79,113
CYP2U1,16,88,39,64,100,30,12,87,21
CYP2W1,70,43,76,28,90,1,11,81,146
CYP39A1,108,20,83,64,133,56,47,14,16
CYP3A4,100,79,44,4,119,68,101,24,5
CYP3A43,117,20,43,99,131,41,54,15,2
CYP3A5,109,85,84,102,45,41,101,36,11
CYP3A7,116,84,41,102,77,57,117,2,1
CYP46A1,54,41,118,128,56,11,51,137,114
CYP4A11,115,91,65,7,88,35,58,22,1
CYP4A22,115,91,77,7,80,36,117,22,1
CYP4B1,15,51,62,22,93,19,42,71,131
CYP4F11,74,5,74,59,86,5,51,138,14
CYP4F12,34,30,86,100,83,145,59,88,14
CYP4F2,9,117,17,6,112,84,121,25,85
CYP4F22,105,77,35,133,123,76,108,2,39
CYP4F3,84,33,82,86,90,30,46,86,16
CYP4F8,108,30,87,105,83,49,44,88,16
CYP4V2,73,39,76,36,100,8,4,111,115
CYP4X1,37,47,118,16,50,3,39,14,12
CYP51A1,7,111,10,6,107,82,149,25,89
CYP7B1,119,68,52,136,80,57,26,5,4
CYP8B1,76,30,83,59,80,5,48,88,18
CYREN,69,29,118,30,32,11,23,112,115
CYRIA,77,33,41,19,89,50,62,89,14
CYRIB,94,23,47,136,97,30,26,96,27
CYS1,108,20,39,109,133,49,56,17,8
CYSLTR1,6,75,87,136,133,15,57,32,8
CYSLTR2,91,79,46,102,133,49,55,5,8
CYSRT1,12,55,3,79,18,119,144,39,61
CYSTM1,104,76,23,4,120,63,125,4,54
CYTB,92,80,29,39,85,58,139,6,50
CYTH1,19,5,67,70,23,123,88,64,99
CYTH2,110,18,46,80,49,132,64,129,46
CYTH3,20,5,53,70,21,126,91,64,99
CYTH4,18,16,58,69,17,117,73,68,67
CYTIP,36,3,54,69,55,143,29,60,128
CYTOR,59,98,121,123,41,29,21,137,108
CYYR1,52,2,80,83,52,17,49,134,134
CZIB,68,42,69,27,99,8,14,74,145
D2HGDH,37,8,88,81,49,124,28,70,71
DAAM1,105,76,35,133,127,67,111,3,37
DAAM2,37,12,53,90,45,47,62,70,125
DAB1,28,70,57,81,22,120,71,72,70
DAB2,95,6,46,106,84,47,63,141,11
DAB2IP,108,66,25,108,134,46,83,124,46
DACH1,39,60,94,76,12,110,69,46,77
DACH2,56,36,115,124,60,140,61,57,107
DACT1,56,24,66,65,59,129,85,58,93
DACT2,32,50,91,85,47,17,90,134,143
DACT3,37,8,88,91,46,132,83,123,71
DAD1,11,120,18,7,112,85,126,29,85
DAG1,7,118,11,14,111,87,122,19,90
DAGLA,100,76,23,133,128,76,109,11,54
DAGLB,7,117,11,5,111,87,129,23,90
DALRD3,19,37,126,22,64,137,40,52,94
DANCR,112,106,109,123,39,23,115,91,118
DAO,33,1,86,134,83,49,40,138,146
DAOA,63,1,85,103,81,55,1,86,25
DAP,67,42,75,38,33,33,10,83,112
DAP3,86,112,28,53,102,133,95,18,33
DAPK1,51,50,54,89,54,125,91,54,99
DAPK2,59,99,59,26,41,139,31,109,104
DAPK3,54,24,119,134,56,130,87,137,104
DAPL1,23,24,66,129,61,12,82,54,125
DAPP1,108,1,43,101,47,56,56,15,11
DARS1,4,11,6,49,10,93,99,105,35
DARS1-AS1,112,106,125,38,38,20,114,90,117
DARS2,85,115,31,54,104,59,139,127,52
DAW1,50,92,112,45,3,148,140,122,123
DAXX,39,60,92,47,12,98,68,44,73
DAZ1,22,96,123,124,40,147,138,119,97
DAZ2,62,100,125,116,32,4,21,112,112
DAZAP1,90,107,101,40,37,20,114,131,120
DAZAP2,13,58,1,79,17,118,73,37,65
DAZL,45,62,96,47,11,96,68,43,29
DBF4,30,94,106,114,42,148,25,122,103
DBF4B,20,17,124,134,24,128,86,64,98
DBH,108,32,85,89,84,52,59,14,11
DBI,94,33,52,136,79,34,26,95,4
DBN1,81,102,50,104,97,149,87,91,112
DBNDD1,54,29,112,128,56,147,85,56,125
DBNDD2,77,31,84,83,82,52,50,139,10
DBNL,72,39,73,82,87,140,23,93,108
DBP,25,71,55,77,27,108,60,62,81
DBR1,112,94,112,114,42,148,25,122,124
DBT,85,114,31,55,102,135,94,127,52
DBX1,91,23,82,40,50,75,6,88,21
DBX2,60,93,108,128,43,24,134,93,102
DCAF1,46,63,102,44,1,104,76,42,74
DCAF10,36,2,89,56,54,126,31,51,137
DCAF11,58,44,60,128,91,139,9,109,137
DCAF12,70,101,114,117,57,29,21,73,110
DCAF12L1,23,36,128,134,93,144,34,65,107
DCAF12L2,22,29,122,115,41,26,21,120,101
DCAF13,2,62,96,48,11,95,98,108,29
DCAF15,22,24,126,66,41,109,61,121,97
DCAF16,31,93,122,126,40,147,134,121,101
DCAF17,59,101,121,117,43,27,3,94,109
DCAF4,52,35,63,88,51,141,7,136,135
DCAF4L1,66,106,110,114,29,23,19,92,117
DCAF4L2,112,106,125,122,29,20,115,90,119
DCAF5,30,96,106,114,42,107,133,121,124
DCAF6,110,1,89,111,47,48,32,56,12
DCAF7,42,54,99,72,27,110,66,46,63
DCAF8,73,42,109,116,36,149,4,93,115
DCAF8L1,68,100,109,116,36,24,22,81,112
DCAF8L2,56,40,116,28,56,149,4,115,115
DCAKD,9,117,15,7,114,86,130,21,89
DCANP1,49,66,39,107,132,74,64,36,48
DCBLD1,104,77,35,9,119,76,113,26,55
DCBLD2,9,118,14,14,116,89,122,21,86
DCC,73,38,51,38,36,21,15,94,110
DCD,50,92,101,123,39,148,140,132,123
DCDC1,38,2,77,83,47,48,31,124,127
DCDC2,37,8,66,109,45,122,91,66,99
DCDC2B,27,15,55,124,23,143,90,72,99
DCDC2C,117,112,64,100,86,19,134,116,131
DCHS1,120,74,27,95,135,74,55,31,48
DCHS2,55,66,109,118,28,18,15,131,101
DCK,79,48,83,61,98,52,48,79,14
DCLK1,15,55,24,79,20,119,146,71,61
DCLK2,56,37,59,113,56,11,35,59,94
DCLK3,72,105,73,28,33,30,11,80,22
DCLRE1A,60,97,111,114,43,26,18,93,126
DCLRE1B,61,29,120,117,40,147,22,119,102
DCLRE1C,21,17,124,113,66,127,82,53,96
DCN,117,66,46,33,135,67,58,35,7
DCP1A,44,54,107,74,70,112,137,121,79
DCP1B,29,71,105,74,70,112,136,120,81
DCP2,78,52,52,89,100,19,1,79,142
DCPS,2,62,97,48,10,95,77,108,29
DCST1,100,86,21,106,124,41,102,2,38
DCST1-AS1,57,102,120,119,44,139,16,112,110
DCST2,18,66,91,126,23,140,39,66,97
DCSTAMP,98,90,44,99,,65,6,107,6
DCT,105,79,21,33,127,76,111,10,39
DCTD,58,99,108,24,43,139,87,109,115
DCTN1,25,71,123,112,68,114,136,49,81
DCTN2,31,73,128,112,70,114,136,121,81
DCTN3,51,17,53,68,63,123,82,64,100
DCTN4,68,106,70,37,28,26,21,93,109
DCTN5,63,45,77,18,93,15,31,116,137
DCTN6,33,37,66,21,45,126,31,50,92
DCTPP1,68,97,108,25,30,28,21,93,111
DCUN1D1,48,72,102,44,3,104,78,128,76
DCUN1D2,72,39,63,30,91,139,14,115,113
DCUN1D3,82,42,73,26,34,4,16,73,112
DCUN1D4,74,42,61,25,34,29,21,73,110
DCUN1D5,88,88,52,59,79,34,24,100,26
DCX,27,3,54,91,21,122,90,66,99
DCXR,85,91,49,39,106,38,118,85,22
DDA1,80,107,125,123,39,23,114,90,117
DDAH1,92,90,49,39,106,38,118,85,50
DDAH2,84,104,74,63,96,30,12,98,25
DDB1,45,60,95,47,11,98,74,44,73
DDB2,44,95,107,41,3,103,138,128,82
DDC,77,52,85,19,79,60,47,84,138
DDHD1,57,37,128,127,62,144,86,59,95
DDHD2,105,79,21,99,124,67,108,10,38
DDI1,35,12,89,91,45,132,38,51,99
DDI2,77,51,89,104,83,142,38,140,129
DDIAS,36,50,71,19,62,136,33,56,133
DDIT3,42,53,1,77,26,111,137,46,63
DDIT4,73,40,60,16,34,9,9,73,113
DDIT4L,17,70,1,135,17,117,73,37,64
DDN,65,51,78,83,52,17,80,56,134
DDO,94,98,48,36,34,39,16,83,145
DDOST,98,127,32,13,105,63,125,32,52
DDR1,107,119,17,1,110,88,124,34,58
DDR2,97,21,41,104,75,56,55,16,2
DDRGK1,86,112,28,53,102,91,95,18,33
DDT,71,43,63,38,101,2,52,86,26
DDTL,89,107,50,40,95,33,20,98,22
DDX1,1,10,5,46,9,94,97,105,36
DDX10,1,9,4,52,9,91,100,104,34
DDX11,53,50,91,90,53,142,33,50,94
DDX11L8,117,18,46,107,131,47,64,124,46
DDX12P,12,22,41,105,80,62,54,86,3
DDX17,2,62,96,48,10,96,98,108,35
DDX18,5,9,4,52,9,91,100,104,34
DDX19A,81,105,50,62,96,32,20,98,19
DDX19B,3,122,17,6,110,88,110,36,59
DDX20,111,108,104,42,7,99,140,133,121
DDX21,5,9,4,51,8,90,100,104,34
DDX23,1,10,5,50,9,95,97,107,36
DDX24,5,9,4,52,8,91,100,104,34
DDX25,57,41,62,19,56,11,2,55,137
DDX27,5,9,4,52,8,90,100,104,34
DDX28,86,114,28,53,102,133,95,18,33
DDX31,2,11,7,53,10,93,99,105,35
DDX39A,33,13,54,108,47,118,84,61,129
DDX39B,111,65,101,49,4,101,77,106,30
DDX3P3,63,45,72,18,89,2,1,73,141
DDX3X,1,10,6,48,9,94,97,108,36
DDX3Y,50,64,104,120,6,99,142,133,32
DDX4,74,42,75,26,33,24,6,73,112
DDX41,48,64,102,44,5,104,76,42,32
DDX42,2,62,96,46,11,96,98,108,29
DDX43,59,28,114,128,43,9,16,137,114
DDX46,48,65,102,44,4,101,78,106,31
DDX47,111,108,101,38,37,100,114,133,121
DDX49,47,64,104,120,6,99,140,129,32
DDX5,2,62,96,46,11,95,98,108,29
DDX50,4,11,7,48,9,93,99,105,35
DDX51,2,11,6,48,10,93,99,108,35
DDX52,48,65,97,49,4,92,77,106,31
DDX53,74,99,60,26,28,29,16,73,110
DDX54,5,9,7,53,9,93,99,105,35
DDX55,2,11,7,49,10,93,99,108,35
DDX56,1,9,4,52,9,91,100,104,34
DDX58,95,5,35,79,83,118,111,121,92
DDX59,67,100,109,118,30,24,17,94,112
DDX6,2,62,5,52,11,95,98,107,29
DDX60,111,108,101,45,39,100,114,132,121
DDX60L,81,103,109,116,33,4,16,83,112
DEAF1,31,96,120,126,40,147,61,117,101
DECR1,80,107,49,35,95,20,114,99,120
DECR2,116,67,45,107,73,44,57,9,43
DEDD,59,29,89,66,59,140,35,58,107
DEDD2,30,96,115,113,70,147,134,121,83
DEF6,26,16,53,68,23,124,89,65,70
DEF8,37,14,54,89,45,125,88,70,99
DEFA1,3,119,16,14,110,89,129,19,58
DEFA1B,118,68,43,105,131,44,44,15,9
DEFA5,119,78,35,31,123,78,111,31,53
DEFA6,109,31,43,104,84,56,53,15,2
DEFB1,84,104,68,35,101,4,13,81,20
DEFB103A,105,77,21,132,127,70,108,27,56
DEFB103B,104,77,35,33,127,70,108,27,54
DEFB104A,94,33,42,101,79,60,48,5,1
DEFB105A,95,23,83,88,80,62,59,89,3
DEFB105B,95,22,82,104,80,62,59,16,4
DEFB106A,117,67,43,137,135,41,58,13,6
DEFB107A,97,32,38,86,134,53,46,17,3
DEFB108B,115,87,26,96,73,64,101,9,5
DEFB109B,3,124,19,9,117,72,124,34,59
DEFB110,120,74,25,133,134,41,57,12,43
DEFB112,35,15,55,60,23,142,90,66,99
DEFB114,63,50,78,87,47,52,80,139,12
DEFB115,64,30,79,59,86,6,46,77,18
DEFB116,77,8,85,83,133,55,64,114,16
DEFB118,79,33,38,62,86,35,43,123,122
DEFB121,107,122,37,2,123,77,113,31,60
DEFB123,38,68,87,111,48,48,65,124,11
DEFB124,37,51,89,88,82,144,32,138,10
DEFB125,49,66,87,109,132,46,57,125,46
DEFB126,79,45,,32,50,60,24,83,144
